client_name,truck_size,truck_origin_warehouse,delivery_timestamp,total_weight,brand_1_coffee_proportion,driver_id,is_fresh_client,postcode,business_category,floor,partnership_level,box_count,brand_2_coffee_proportion,brand_3_coffee_proportion,final_time
Gallardo PLC,Van,Baró de Viver,2022-03-25 08:54:43,99.43,0.78,D98,True,08002,Cafe/Restaurant,Street level,Regular,10,0.20658465071528656,0.013415349284713413,660.212349653668
Gallardo PLC,Van,Baró de Viver,2022-01-01 14:34:51,92.56,0.5,D98,False,08002,Cafe/Restaurant,Street level,Regular,15,0.102956793930089,0.397043206069911,251.34440128902645
Mesa Group,Combi,Baró de Viver,2022-05-17 16:54:46,17.4,0.59,D98,False,08039,Cafe/Restaurant,Street level,Regular,3,0.3043670270407272,0.10563297295927282,110.98661119679306
Mesa Group,Combi,Baró de Viver,2022-04-29 08:32:03,5.52,0.68,D98,True,08039,Cafe/Restaurant,Street level,Regular,1,0.16117601719027658,0.15882398280972337,191.69436090416326
Mesa Group,Van,Baró de Viver,2022-05-17 11:12:08,90.96,0.66,D98,False,08039,Cafe/Restaurant,Street level,Regular,11,0.1518836298069883,0.18811637019301167,282.59193714510434
Mesa Group,Combi,Zona Franca,2022-01-05 14:27:52,7.9,0.63,D98,False,08039,Cafe/Restaurant,Street level,Regular,2,0.2527074813388047,0.11729251866119528,95.37119591714642
Arjona Inc,Van,Baró de Viver,2022-05-07 10:57:39,8.29,0.62,D98,False,08027,Coffee Retailers,Street level,Regular,1,0.18177201026086073,0.19822798973913927,152.86960519443429
Arjona Inc,Van,Zona Franca,2022-01-14 09:35:53,47.93,0.84,D98,False,08027,Coffee Retailers,Street level,Regular,4,0.12841783347970123,0.0315821665202988,228.0885331492053
Arjona Inc,Van,Zona Franca,2022-02-01 20:20:34,19.86,0.66,D98,False,08027,Coffee Retailers,Street level,Regular,3,0.0983089427973937,0.24169105720260625,88.7004142691519
Arjona Inc,Van,Zona Franca,2022-05-06 11:22:47,104.67,0.75,D98,False,08027,Coffee Retailers,Street level,Regular,15,0.06539529213459658,0.18460470786540342,276.7054220007397
Arjona Inc,Van,Baró de Viver,2022-03-05 16:56:28,97.38,0.85,D98,False,08027,Coffee Retailers,Street level,Regular,8,0.07520089627478661,0.07479910372521341,232.8588952466311
Arjona Inc,Van,Baró de Viver,2022-05-05 10:26:11,18.11,0.96,D98,False,08027,Coffee Retailers,Street level,Regular,2,0.009920471696315882,0.030079528303684155,173.52703958177224
Arjona Inc,Combi,Zona Franca,2022-03-24 12:47:06,29.87,0.64,D98,False,08027,Coffee Retailers,Street level,Regular,3,0.06497760126870855,0.29502239873129144,117.49434272997607
Font LLC,Van,Zona Franca,2022-02-26 15:37:09,53.64,0.68,D98,False,08016,Cafe/Restaurant,Street level,Regular,6,0.03552083312696016,0.2844791668730398,117.16505754650603
Font LLC,Van,Zona Franca,2022-04-27 09:22:12,56.69,0.85,D98,False,08016,Cafe/Restaurant,Street level,Regular,6,0.12913961479686895,0.020860385203131077,314.8060565862635
Font LLC,Truck,Baró de Viver,2022-03-24 20:36:09,38.44,0.87,D98,False,08016,Cafe/Restaurant,Street level,Regular,4,0.04432087731599624,0.08567912268400377,101.7876912904064
Font LLC,Van,Zona Franca,2022-02-03 10:03:14,46.94,0.78,D98,False,08016,Cafe/Restaurant,Street level,Regular,9,0.015933473742274523,0.20406652625772545,353.52355069880923
Font LLC,Truck,Zona Franca,2022-01-08 18:24:27,88.31,0.67,D98,False,08016,Cafe/Restaurant,Street level,Regular,14,0.22380159137483494,0.10619840862516502,490.95689985256405
Font LLC,Van,Baró de Viver,2022-03-19 13:26:52,113.03,0.91,D98,False,08016,Cafe/Restaurant,Street level,Regular,16,0.07977798247349713,0.010222017526502841,276.9772233311217
Font LLC,Van,Zona Franca,2022-01-18 10:21:21,60.32,0.45,D98,False,08016,Cafe/Restaurant,Street level,Regular,10,0.3457760878232613,0.20422391217673874,509.99209511808533
Iglesia Group,Truck,Zona Franca,2022-04-08 18:03:42,66.54,0.52,D98,False,08036,Cafe/Restaurant,Ground Floor,Regular,7,0.31053765775565445,0.16946234224434553,303.73378356273054
Iglesia Group,Van,Baró de Viver,2022-04-28 08:46:44,98.38,0.99,D98,False,08036,Cafe/Restaurant,Ground Floor,Regular,8,0.001843578961792453,0.008156421038207556,331.89828049654807
Iglesia Group,Van,Baró de Viver,2022-03-26 12:59:13,12.93,0.56,D98,False,08036,Cafe/Restaurant,Ground Floor,Regular,1,0.21734026509542753,0.22265973490457242,119.65214030707486
"Fuertes, Enríquez and Martínez",Combi,Zona Franca,2022-05-07 14:01:11,60.19,0.4,D98,False,08006,Cafe/Restaurant,Street level,Key Account,11,0.2737271296046313,0.3262728703953687,208.45377269481216
"Fuertes, Enríquez and Martínez",Van,Zona Franca,2022-03-15 17:12:38,66.6,0.57,D98,False,08006,Cafe/Restaurant,Street level,Key Account,5,0.3213054856727959,0.10869451432720417,206.34086324036335
"Fuertes, Enríquez and Martínez",Van,Zona Franca,2022-04-20 13:08:05,37.27,0.72,D98,False,08006,Cafe/Restaurant,Street level,Key Account,7,0.22510122942986294,0.05489877057013709,189.46944693493893
"Saez, Paniagua and Menendez",Van,Zona Franca,2022-04-06 10:58:42,29.83,0.95,D98,False,08030,Hotels,Ground Floor,Regular,3,0.04099888457622906,0.009001115423770988,243.25046689382185
"Saez, Paniagua and Menendez",Truck,Zona Franca,2022-01-29 14:57:44,75.22,0.75,D98,False,08030,Hotels,Ground Floor,Regular,11,0.24085486741210638,0.009145132587893623,438.22162307528015
"Saez, Paniagua and Menendez",Van,Zona Franca,2022-02-10 13:12:09,49.39,0.86,D98,False,08030,Hotels,Ground Floor,Regular,10,0.05455185805036971,0.0854481419496303,387.5914280979686
Alarcón LLC,Truck,Zona Franca,2022-01-06 15:21:45,25.57,0.49,D98,True,08227,Cafe/Restaurant,Ground Floor,Key Account,4,0.37703237786779253,0.13296762213220747,270.1778147442191
Alarcón LLC,Van,Baró de Viver,2022-01-28 15:30:06,13.84,0.66,D98,False,08227,Cafe/Restaurant,Ground Floor,Key Account,1,0.2966366730332999,0.04336332696670009,118.36791746883307
Alarcón LLC,Van,Baró de Viver,2022-05-07 20:02:58,5.02,0.84,D98,False,08227,Cafe/Restaurant,Ground Floor,Key Account,1,0.0783258184984348,0.08167418150156523,107.33509917538834
Alarcón LLC,Combi,Zona Franca,2022-01-22 10:52:38,110.02,0.55,D98,False,08227,Cafe/Restaurant,Ground Floor,Key Account,9,0.1336050686765483,0.31639493132345164,524.9144297663072
Alarcón LLC,Combi,Baró de Viver,2022-04-19 08:45:57,74.41,0.89,D98,False,08227,Cafe/Restaurant,Ground Floor,Key Account,12,0.08853439212116801,0.021465607878831977,504.9599529719146
Alarcón LLC,Combi,Baró de Viver,2022-05-18 12:45:42,94.45,0.48,D98,True,08227,Cafe/Restaurant,Ground Floor,Key Account,9,0.22130388526885242,0.2986961147311476,440.51366496927625
Alarcón LLC,Van,Zona Franca,2022-01-03 14:34:18,20.53,0.62,D98,False,08227,Cafe/Restaurant,Ground Floor,Key Account,2,0.2199350512513418,0.1600649487486582,150.33508014136282
Alarcón LLC,Combi,Baró de Viver,2022-04-18 17:41:02,118.71,0.55,D98,False,08227,Cafe/Restaurant,Ground Floor,Key Account,10,0.33481006534153057,0.11518993465846938,298.75703593413294
"Fábregas, Mayoral and Bayo",Van,Baró de Viver,2022-01-26 16:04:42,102.99,0.59,D98,False,08035,Coffee Retailers,Other,Key Account,18,0.2701264055475947,0.13987359445240533,602.0840437396728
"Fábregas, Mayoral and Bayo",Van,Baró de Viver,2022-04-06 09:05:57,28.72,0.99,D98,False,08035,Coffee Retailers,Other,Key Account,3,0.009875221573385783,0.00012477842661422558,327.899771290359
"Fábregas, Mayoral and Bayo",Van,Zona Franca,2022-01-11 08:11:54,71.63,0.54,D98,False,08035,Coffee Retailers,Other,Key Account,8,0.026842608237219127,0.43315739176278084,513.2606903420798
"Fábregas, Mayoral and Bayo",Van,Baró de Viver,2022-04-15 14:13:56,41.46,0.53,D98,False,08035,Coffee Retailers,Other,Key Account,6,0.25584908905236925,0.21415091094763072,290.28672836037157
"Fábregas, Mayoral and Bayo",Van,Baró de Viver,2022-01-23 08:43:01,89.01,0.99,D98,False,08035,Coffee Retailers,Other,Key Account,7,0.003206957027821065,0.006793042972178944,446.7368017479836
"Agullo, Piquer and Gascón",Van,Zona Franca,2022-04-03 17:28:18,93.29,0.89,D98,False,08035,Cafe/Restaurant,Street level,Regular,15,0.0014759631958480032,0.10852403680415199,503.910743863329
"Agullo, Piquer and Gascón",Van,Baró de Viver,2022-01-15 08:00:41,37.92,0.68,D98,False,08035,Cafe/Restaurant,Street level,Regular,4,0.23165571040741578,0.08834428959258417,169.5582782769866
"Agullo, Piquer and Gascón",Combi,Baró de Viver,2022-01-11 12:44:50,30.66,0.58,D98,False,08035,Cafe/Restaurant,Street level,Regular,3,0.09031984536885063,0.3296801546311494,110.69754618563492
Escobar and Sons,Combi,Zona Franca,2022-04-18 16:33:14,52.65,0.57,D98,True,08036,Cafe/Restaurant,Street level,Regular,6,0.3448748447680982,0.08512515523190184,286.41140834855736
Escobar and Sons,Van,Baró de Viver,2022-01-30 15:08:15,104.95,0.56,D98,True,08036,Cafe/Restaurant,Street level,Regular,19,0.4311170737535602,0.00888292624643977,844.3320644686671
Escobar and Sons,Van,Baró de Viver,2022-05-19 15:50:47,52.75,0.54,D98,False,08036,Cafe/Restaurant,Street level,Regular,10,0.33673362925889944,0.12326637074110053,272.66185870217555
Escobar and Sons,Van,Zona Franca,2022-02-04 19:45:23,87.56,0.42,D98,False,08036,Cafe/Restaurant,Street level,Regular,8,0.4838637147164899,0.09613628528351015,271.9037818938967
Escobar and Sons,Van,Zona Franca,2022-03-14 09:47:27,59.37,0.78,D98,False,08036,Cafe/Restaurant,Street level,Regular,6,0.038989660735212414,0.18101033926478755,281.49703205904484
Escobar and Sons,Van,Baró de Viver,2022-04-07 14:00:26,88.59,0.83,D98,False,08036,Cafe/Restaurant,Street level,Regular,8,0.049405312096525815,0.12059468790347422,174.29880435193405
Escobar and Sons,Van,Baró de Viver,2022-05-07 10:57:33,56.97,0.98,D98,False,08036,Cafe/Restaurant,Street level,Regular,10,0.00938739984849049,0.010612600151509527,381.9880442251039
Iniesta-Castrillo,Van,Zona Franca,2022-01-31 15:38:54,60.32,0.6,D98,False,08040,Cafe/Restaurant,Street level,Key Account,6,0.1866341071625235,0.21336589283747653,214.77207925275633
Iniesta-Castrillo,Truck,Baró de Viver,2022-05-06 16:00:16,32.92,0.78,D98,False,08040,Cafe/Restaurant,Street level,Key Account,4,0.11542526282028932,0.10457473717971065,150.7914251256925
Iniesta-Castrillo,Van,Baró de Viver,2022-01-03 10:21:50,42.75,0.46,D98,False,08040,Cafe/Restaurant,Street level,Key Account,6,0.02681898027033126,0.5131810197296688,337.02680865911685
Iniesta-Castrillo,Combi,Zona Franca,2022-04-01 12:58:21,8.38,0.96,D98,False,08040,Cafe/Restaurant,Street level,Key Account,1,0.023043264228767846,0.01695673577123219,71.89261958097983
Iniesta-Castrillo,Van,Baró de Viver,2022-02-28 09:42:36,60.26,0.48,D98,True,08040,Cafe/Restaurant,Street level,Key Account,10,0.33469600695471363,0.18530399304528639,725.7962816885713
Iniesta-Castrillo,Van,Zona Franca,2022-01-01 19:53:23,23.59,0.71,D98,False,08040,Cafe/Restaurant,Street level,Key Account,3,0.2886306027357965,0.0013693972642035424,202.88083237863412
Iniesta-Castrillo,Combi,Baró de Viver,2022-04-08 17:33:55,110.36,0.84,D98,False,08040,Cafe/Restaurant,Street level,Key Account,11,0.06453057020460264,0.0954694297953974,362.52418976744957
Iniesta-Castrillo,Truck,Zona Franca,2022-04-13 10:06:18,102.86,0.83,D98,False,08040,Cafe/Restaurant,Street level,Key Account,17,0.08176542453692197,0.08823457546307807,507.54276038509204
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-05-21 17:22:03,103.3,0.87,D98,False,08025,Cafe/Restaurant,Street level,Regular,9,0.09557337518793953,0.03442662481206048,343.5279977913708
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-01-30 10:02:15,17.35,0.57,D98,False,08025,Cafe/Restaurant,Street level,Regular,2,0.21201045561194684,0.2179895443880532,195.77666762291128
"Zabala, Pedrosa and Solé",Van,Baró de Viver,2022-04-13 16:42:35,28.76,0.87,D98,False,08025,Cafe/Restaurant,Street level,Regular,3,0.11562723093168017,0.01437276906831983,139.1757902777219
"Zabala, Pedrosa and Solé",Combi,Baró de Viver,2022-03-07 10:08:51,11.35,0.93,D98,False,08025,Cafe/Restaurant,Street level,Regular,2,0.02705659689818696,0.042943403101812994,191.00638966216005
"Zabala, Pedrosa and Solé",Combi,Baró de Viver,2022-04-16 20:38:55,30.55,0.99,D98,False,08025,Cafe/Restaurant,Street level,Regular,4,0.004411841433925446,0.005588158566074563,88.57459194488007
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-04-29 20:28:27,67.68,0.71,D98,False,08025,Cafe/Restaurant,Street level,Regular,5,0.033214974641240014,0.25678502535876,106.64799553750728
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-04-08 17:06:49,21.62,0.73,D98,False,08025,Cafe/Restaurant,Street level,Regular,4,0.0038172686882594676,0.26618273131174053,182.97753410923582
Molins PLC,Van,Zona Franca,2022-01-19 09:02:31,55.99,0.81,D98,True,08007,Cafe/Restaurant,Street level,Regular,5,0.1377347850389548,0.05226521496104514,334.91202896906833
Molins PLC,Truck,Baró de Viver,2022-05-05 12:58:52,43.81,0.98,D98,False,08007,Cafe/Restaurant,Street level,Regular,3,0.014220212571560496,0.0057797874284395215,126.81021368362444
Molins PLC,Van,Baró de Viver,2022-01-08 11:34:21,34.57,0.68,D98,False,08007,Cafe/Restaurant,Street level,Regular,3,0.2745940933917771,0.04540590660822286,126.51187906738711
Molins PLC,Van,Zona Franca,2022-04-08 12:44:20,88.1,0.6,D98,False,08007,Cafe/Restaurant,Street level,Regular,15,0.24892102767123983,0.1510789723287602,320.92211221370485
Molins PLC,Van,Baró de Viver,2022-03-29 16:25:30,66.77,0.69,D98,False,08007,Cafe/Restaurant,Street level,Regular,7,0.1533737104363141,0.15662628956368596,230.22545629916118
Molins PLC,Combi,Zona Franca,2022-05-12 13:35:57,54.67,0.74,D98,False,08007,Cafe/Restaurant,Street level,Regular,8,0.024697380040547452,0.23530261995945256,157.1143844236228
"Palau, Tudela and Rivera",Truck,Baró de Viver,2022-01-12 19:22:13,28.85,0.59,D98,False,08009,Cafe/Restaurant,Street level,Regular,3,0.031555847707282814,0.3784441522927172,147.89686816500506
"Palau, Tudela and Rivera",Combi,Baró de Viver,2022-02-01 18:54:51,118.34,0.57,D98,False,08009,Cafe/Restaurant,Street level,Regular,18,0.13962165065407797,0.2903783493459221,628.6259712579933
"Palau, Tudela and Rivera",Van,Zona Franca,2022-05-02 10:49:54,114.81,0.56,D98,False,08009,Cafe/Restaurant,Street level,Regular,15,0.33300818003005445,0.1069918199699455,643.4880833759419
"Palau, Tudela and Rivera",Truck,Baró de Viver,2022-02-08 19:53:36,6.75,0.4,D98,False,08009,Cafe/Restaurant,Street level,Regular,1,0.09172182005940288,0.5082781799405971,119.57628505580522
"Palau, Tudela and Rivera",Combi,Zona Franca,2022-02-04 11:40:02,57.65,0.74,D98,False,08009,Cafe/Restaurant,Street level,Regular,11,0.1627599887883041,0.0972400112116959,227.86893688695847
"Palau, Tudela and Rivera",Truck,Baró de Viver,2022-03-01 09:35:08,104.6,0.87,D98,False,08009,Cafe/Restaurant,Street level,Regular,11,0.09815106573413013,0.03184893426586988,454.66777793232643
Jara PLC,Van,Zona Franca,2022-02-15 20:34:17,108.52,0.4,D98,False,08015,Cafe/Restaurant,Other,Regular,22,0.11267633096424562,0.48732366903575436,661.8655519332499
Jara PLC,Van,Baró de Viver,2022-05-19 12:39:39,22.41,0.96,D98,False,08015,Cafe/Restaurant,Other,Regular,3,0.017931110126028493,0.022068889873971542,195.61659399716
Jara PLC,Van,Baró de Viver,2022-01-13 11:15:34,6.93,0.96,D98,False,08015,Cafe/Restaurant,Other,Regular,1,0.0016154252562819785,0.03838457474371806,153.58075715458907
Jara PLC,Combi,Zona Franca,2022-03-14 17:54:16,34.97,0.96,D98,False,08015,Cafe/Restaurant,Other,Regular,7,0.030175458360532637,0.009824541639467398,341.23867772954685
Jara PLC,Van,Zona Franca,2022-04-16 20:24:01,88.79,0.9,D98,False,08015,Cafe/Restaurant,Other,Regular,6,0.0347647008075431,0.06523529919245688,255.7898401794175
Expósito and Sons,Van,Baró de Viver,2022-01-01 12:44:09,84.27,0.63,D98,False,08001,Hotels,Ground Floor,Regular,11,0.05083329039094613,0.31916670960905386,299.20242952530026
Expósito and Sons,Van,Zona Franca,2022-01-27 14:53:42,6.43,0.49,D98,False,08001,Hotels,Ground Floor,Regular,1,0.05417231124588663,0.4558276887541134,125.28397194205766
Expósito and Sons,Truck,Zona Franca,2022-05-09 15:44:27,71.06,0.98,D98,False,08001,Hotels,Ground Floor,Regular,5,0.01612441909068811,0.003875580909311907,238.6359993343263
Expósito and Sons,Van,Zona Franca,2022-03-18 08:29:42,48.73,0.54,D98,False,08001,Hotels,Ground Floor,Regular,5,0.11722277078391347,0.3427772292160865,301.0615605435925
Valle-Ríos,Combi,Zona Franca,2022-01-07 18:18:59,92.94,0.79,D98,False,08026,Coffee Retailers,Ground Floor,Regular,9,0.11648407838787239,0.09351592161212757,383.73322376961414
Valle-Ríos,Van,Zona Franca,2022-01-22 20:23:35,65.81,0.43,D98,False,08026,Coffee Retailers,Ground Floor,Regular,7,0.06361081120315666,0.5063891887968434,205.58484940263133
Valle-Ríos,Van,Zona Franca,2022-04-10 09:33:15,56.53,0.6,D98,False,08026,Coffee Retailers,Ground Floor,Regular,5,0.09663692854001518,0.30336307145998487,293.0696277585683
Valle-Ríos,Van,Baró de Viver,2022-04-07 14:55:56,118.64,0.69,D98,False,08026,Coffee Retailers,Ground Floor,Regular,20,0.25950168058430095,0.0504983194156991,665.8170686644183
Valle-Ríos,Combi,Baró de Viver,2022-01-28 20:56:43,35.21,0.4,D98,True,08026,Coffee Retailers,Ground Floor,Regular,3,0.014922391483911456,0.5850776085160885,229.72076879999435
Valle-Ríos,Van,Baró de Viver,2022-02-17 16:10:54,36.9,0.7,D98,False,08026,Coffee Retailers,Ground Floor,Regular,6,0.2562038648533319,0.043796135146668136,214.9972240958025
Valle-Ríos,Van,Baró de Viver,2022-01-09 14:16:44,31.83,0.44,D98,False,08026,Coffee Retailers,Ground Floor,Regular,3,0.11542833319601596,0.4445716668039841,183.93156695095894
Valle-Ríos,Van,Zona Franca,2022-02-17 18:02:36,5.28,0.66,D98,False,08026,Coffee Retailers,Ground Floor,Regular,1,0.29001123389850425,0.04998876610149572,156.07748972929133
"Sancho, Ordóñez and Mayol",Truck,Zona Franca,2022-01-11 15:04:25,96.07,0.67,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,18,0.1788332869542175,0.15116671304578247,690.7357150024363
"Sancho, Ordóñez and Mayol",Combi,Zona Franca,2022-02-25 20:57:46,96.35,0.89,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,7,0.06307253178795029,0.0469274682120497,210.83523130141117
"Sancho, Ordóñez and Mayol",Van,Zona Franca,2022-05-21 10:02:25,64.05,0.44,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,9,0.5403549488117038,0.019645051188296292,523.6127069486613
"Sancho, Ordóñez and Mayol",Combi,Zona Franca,2022-02-04 10:49:27,18.33,0.52,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,2,0.1721909191088336,0.3078090808911664,202.59271584266514
"Sancho, Ordóñez and Mayol",Combi,Baró de Viver,2022-03-25 19:14:16,6.97,0.55,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,1,0.41429489561115634,0.03570510438884361,156.48752211209825
"Sancho, Ordóñez and Mayol",Combi,Zona Franca,2022-01-20 08:57:17,30.22,0.91,D98,True,08022,Cafe/Restaurant,Ground Floor,Regular,3,0.018306947898077075,0.0716930521019229,348.4645940440815
"Sancho, Ordóñez and Mayol",Van,Zona Franca,2022-04-30 11:41:11,24.98,0.62,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,2,0.3345150268222932,0.04548497317770678,126.90940509835318
"Sancho, Ordóñez and Mayol",Combi,Baró de Viver,2022-03-27 12:16:12,15.31,0.62,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,2,0.026958272598244865,0.35304172740175516,128.03393000596103
"Sancho, Ordóñez and Mayol",Van,Zona Franca,2022-02-23 19:46:45,30.4,0.53,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,3,0.1893707223002202,0.28062927769977974,245.7904855333867
"Sancho, Ordóñez and Mayol",Van,Baró de Viver,2022-04-18 16:36:11,119.11,0.73,D98,False,08022,Cafe/Restaurant,Ground Floor,Regular,14,0.08911442405663446,0.18088557594336557,421.6129847136615
Bautista-Salas,Van,Baró de Viver,2022-04-08 16:48:48,19.76,0.62,D98,False,08026,Cafe/Restaurant,Street level,Regular,2,0.3569714945439425,0.023028505456057502,111.27019121991529
Bautista-Salas,Combi,Baró de Viver,2022-02-11 15:02:59,8.56,0.8,D98,False,08026,Cafe/Restaurant,Street level,Regular,2,0.1165896250660174,0.08341037493398255,101.38384884688851
Bautista-Salas,Van,Baró de Viver,2022-03-15 14:00:27,109.51,0.89,D98,False,08026,Cafe/Restaurant,Street level,Regular,14,0.07908672209904276,0.03091327790095723,330.5900297382085
Bautista-Salas,Van,Baró de Viver,2022-01-11 20:20:36,34.35,0.44,D98,False,08026,Cafe/Restaurant,Street level,Regular,4,0.39010247490466615,0.1698975250953339,91.87553378665856
Bautista-Salas,Van,Baró de Viver,2022-03-27 19:48:59,11.32,0.96,D98,False,08026,Cafe/Restaurant,Street level,Regular,1,0.027296642855772574,0.012703357144227462,103.69211670522503
Fuentes-Luz,Van,Baró de Viver,2022-01-08 19:35:51,23.01,0.57,D98,False,08022,Cafe/Restaurant,Street level,Key Account,3,0.42358501105874724,0.006414988941252808,182.13771309678458
Fuentes-Luz,Van,Baró de Viver,2022-01-24 19:45:14,107.33,0.88,D98,False,08022,Cafe/Restaurant,Street level,Key Account,12,0.017603644559011086,0.1023963554409889,419.43448937553745
Fuentes-Luz,Truck,Zona Franca,2022-03-10 16:10:00,21.62,0.91,D98,False,08022,Cafe/Restaurant,Street level,Key Account,2,0.04546526653047879,0.04453473346952118,106.39179968670778
Fuentes-Luz,Van,Zona Franca,2022-05-12 09:56:42,74.8,0.57,D98,False,08022,Cafe/Restaurant,Street level,Key Account,7,0.3959840298384588,0.03401597016154123,349.7455196927305
Fuentes-Luz,Van,Zona Franca,2022-05-12 16:41:06,38.03,0.44,D98,False,08022,Cafe/Restaurant,Street level,Key Account,8,0.4297068232994489,0.13029317670055113,179.28798493222124
Fuentes-Luz,Van,Baró de Viver,2022-04-16 19:35:08,34.46,0.64,D98,False,08022,Cafe/Restaurant,Street level,Key Account,3,0.31940470486944433,0.04059529513055565,172.11302024698207
Fuentes-Luz,Combi,Baró de Viver,2022-03-05 19:52:21,70.38,0.86,D98,False,08022,Cafe/Restaurant,Street level,Key Account,8,0.07451955656191335,0.06548044343808666,326.2240302183178
Fuentes-Luz,Combi,Baró de Viver,2022-02-16 14:12:25,60.44,0.47,D98,False,08022,Cafe/Restaurant,Street level,Key Account,9,0.3030047966703294,0.2269952033296706,186.8371928065079
Fuentes-Luz,Combi,Baró de Viver,2022-05-17 11:39:08,75.71,0.45,D98,False,08022,Cafe/Restaurant,Street level,Key Account,16,0.20212101649186937,0.3478789835081307,360.84947348235005
Bauzà-Ureña,Truck,Baró de Viver,2022-05-20 19:10:12,48.81,0.62,D98,False,08042,Cafe/Restaurant,Ground Floor,Regular,8,0.039848271789420846,0.34015172821057915,302.37788204846424
Bauzà-Ureña,Truck,Baró de Viver,2022-04-01 13:07:52,8.85,0.96,D98,False,08042,Cafe/Restaurant,Ground Floor,Regular,2,0.0394414230380978,0.0005585769619022365,178.17206844260687
Diego-Hernández,Van,Zona Franca,2022-03-24 15:04:31,44.77,0.51,D98,False,08019,Cafe/Restaurant,Street level,Regular,7,0.20470593547715918,0.2852940645228408,180.3721998347861
Diego-Hernández,Van,Baró de Viver,2022-05-14 13:07:22,79.42,0.78,D98,False,08019,Cafe/Restaurant,Street level,Regular,12,0.21723966562722913,0.002760334372770845,321.833250656669
Diego-Hernández,Combi,Baró de Viver,2022-03-21 16:16:14,34.64,0.64,D98,False,08019,Cafe/Restaurant,Street level,Regular,5,0.358227446533348,0.0017725534666520049,149.91501423705995
Diego-Hernández,Truck,Baró de Viver,2022-04-27 12:46:59,118.88,0.92,D98,False,08019,Cafe/Restaurant,Street level,Regular,13,0.028833972734314116,0.051166027265685844,283.0090826070376
Diego-Hernández,Van,Baró de Viver,2022-03-11 15:42:16,106.67,0.71,D98,False,08019,Cafe/Restaurant,Street level,Regular,8,0.2884977774291987,0.0015022225708013481,213.90636970293872
Diego-Hernández,Combi,Zona Franca,2022-03-03 20:57:49,109.46,0.86,D98,True,08019,Cafe/Restaurant,Street level,Regular,13,0.05538267817596825,0.08461732182403175,331.06177737572307
Verdugo-Campoy,Truck,Baró de Viver,2022-02-15 16:44:07,46.34,0.45,D98,False,08007,Cafe/Restaurant,Street level,Regular,9,0.5265530738838332,0.023446926116166833,292.57838595642437
Verdugo-Campoy,Combi,Baró de Viver,2022-05-01 15:17:01,48.97,0.43,D98,False,08007,Cafe/Restaurant,Street level,Regular,7,0.41447712276916804,0.15552287723083202,202.35865650812715
Verdugo-Campoy,Van,Zona Franca,2022-02-27 08:39:52,113.89,0.59,D98,False,08007,Cafe/Restaurant,Street level,Regular,11,0.01936250518463224,0.3906374948153678,478.24190927677586
Verdugo-Campoy,Combi,Zona Franca,2022-01-22 15:46:12,13.44,0.7,D98,False,08007,Cafe/Restaurant,Street level,Regular,2,0.14411668760424975,0.1558833123957503,87.17486698868528
Verdugo-Campoy,Van,Zona Franca,2022-02-16 16:43:21,19.82,0.9,D98,False,08007,Cafe/Restaurant,Street level,Regular,2,0.08870085323216631,0.011299146767833668,100.73562092686169
"Iglesia, Salom and Diéguez",Truck,Zona Franca,2022-01-11 17:01:12,119.75,0.66,D98,False,08028,Cafe/Restaurant,Street level,Regular,10,0.038445554062275226,0.30155444593772474,307.9393609567657
"Iglesia, Salom and Diéguez",Van,Zona Franca,2022-02-22 13:22:13,15.08,0.79,D98,False,08028,Cafe/Restaurant,Street level,Regular,2,0.051793047558644695,0.15820695244135527,106.07919054722673
"Iglesia, Salom and Diéguez",Van,Zona Franca,2022-02-15 15:58:11,34.68,0.75,D98,False,08028,Cafe/Restaurant,Street level,Regular,3,0.06860784310741552,0.18139215689258448,133.020568825716
"Iglesia, Salom and Diéguez",Van,Baró de Viver,2022-01-30 09:35:47,97.33,0.46,D98,False,08028,Cafe/Restaurant,Street level,Regular,9,0.12258722117081924,0.4174127788291808,465.0484473403505
"Iglesia, Salom and Diéguez",Van,Baró de Viver,2022-03-07 14:52:18,56.7,0.74,D98,False,08028,Cafe/Restaurant,Street level,Regular,8,0.20478384024856647,0.05521615975143354,235.77033163492607
"Salom, Ropero and Ibáñez",Van,Zona Franca,2022-03-06 20:35:06,43.39,0.61,D98,False,08042,Cafe/Restaurant,Street level,Regular,5,0.2345684363819463,0.15543156361805371,171.00826176747765
"Salom, Ropero and Ibáñez",Combi,Zona Franca,2022-01-14 10:15:25,57.24,0.87,D98,False,08042,Cafe/Restaurant,Street level,Regular,10,0.0993837896596385,0.030616210340361508,381.83623340917984
